chkd_n_4,chkd_n_7,chkd_s_9,chkd_s_6,chkd_s_1,chkd_s_3,chkd_s_2,chkd_s_7,gs_sth_s_1,gs_sth_s_5,gs_sth_s_9,gs_sth_s_2,gs_sth_s_4,gs_sth_s_7,gs_sth_s_3,gs_st__8,gs_sth_w_9,gs_sth_w_7,gs_sth_w_5,gs_sth_w_1,gs_sth_w_2,gs_st__6,gs_sth_w_4,gs_sth_w_3,prth_b_1,prth_b_7,prth_b_8,prth_b_4,prth_b_5,prth_b_2,prth_b_6,prth_b_3,prth_p_9,prth_p_5,prth_p_7,prth_p_3,trqt_n_9,trqt_n_4,trqt_n_5,trqt_n_8,trqt_n_2,trqt_n_1,trqt_n_6,trqt_n_3,trqt_s_5,trqt_s_6,trqt_s_9,trqt_s_2,trqt_s_3,trqt_s_4,trqt_s_1,trqt_s_8
0,0.3333333333333333,0.875,0.8,0.7333333333333333,0.8,0.8,0.3333333333333333,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9166666666666666,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.3333333333333333,0,0.8666666666666667,0.7777777777777778,0.8571428571428571,0.7777777777777778,0.7777777777777778,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9130434782608695,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.875,0.8666666666666667,0,0.36363636363636365,0.8518518518518519,0.5454545454545454,0.45454545454545453,0.8666666666666667,1,1,1,1,0.9285714285714286,0.8947368421052632,1,1,0.9411764705882353,0.9259259259259259,0.8709677419354839,0.8235294117647058,1,0.9259259259259259,0.8064516129032258,0.8064516129032258,1,1,1,1,1,1,0.8947368421052632,0.9047619047619048,1,1,1,1,0.9444444444444444,0.8888888888888888,1,1,1,0.9310344827586207,1,1,1,1,1,1,1,1,1,1
0.8,0.7777777777777778,0.36363636363636365,0,0.8095238095238095,0.5,0.5,0.7777777777777778,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9333333333333333,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.7333333333333333,0.8571428571428571,0.8518518518518519,0.8095238095238095,0,0.8095238095238095,0.8095238095238095,0.8571428571428571,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9487179487179487,1,0.6923076923076923,1,0.6,1,1,1,1,0.9428571428571428,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.8,0.7777777777777778,0.5454545454545454,0.5,0.8095238095238095,0,0.5,0.7777777777777778,1,1,1,1,0.9090909090909091,0.8461538461538461,1,1,0.9285714285714286,0.9047619047619048,0.92,0.9285714285714286,1,0.9047619047619048,0.92,0.92,1,1,1,1,1,1,0.9375,1,1,1,1,1,0.9333333333333333,0.9333333333333333,1,1,1,0.9130434782608695,1,1,1,1,1,1,1,1,1,1
0.8,0.7777777777777778,0.45454545454545453,0.5,0.8095238095238095,0.5,0,0.7777777777777778,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8666666666666667,1,1,1,1,0.9333333333333333,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.3333333333333333,0,0.8666666666666667,0.7777777777777778,0.8571428571428571,0.7777777777777778,0.7777777777777778,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9130434782608695,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,0,0.75,0.6923076923076923,0.6842105263157895,0.6521739130434783,0.7142857142857143,0.8,0.8,0.7931034482758621,0.8181818181818182,0.8461538461538461,0.7931034482758621,0.84,0.8181818181818182,0.7692307692307693,0.7692307692307693,0.8974358974358975,1,0.95,0.8857142857142857,0.9024390243902439,0.8181818181818182,0.8787878787878788,0.875,1,0.8823529411764706,0.9285714285714286,0.8888888888888888,0.8709677419354839,0.8064516129032258,0.7857142857142857,0.8181818181818182,0.8095238095238095,0.8333333333333334,0.75,0.6363636363636364,0.8666666666666667,0.8260869565217391,0.76,0.8571428571428571,0.8333333333333334,0.8,0.8,0.6842105263157895
1,1,1,1,1,1,1,1,0.75,0,0.2727272727272727,0.5294117647058824,0.9047619047619048,0.8333333333333334,0.75,0.75,0.48148148148148145,0.4,0.4166666666666667,0.48148148148148145,0.391304347826087,0.3,0.4166666666666667,0.4166666666666667,0.6216216216216216,0.9555555555555556,0.8947368421052632,0.5757575757575758,0.6410256410256411,0.7,0.8709677419354839,0.8571428571428571,1,0.75,0.9230769230769231,0.875,0.5862068965517241,0.5862068965517241,0.46153846153846156,0.3,0.2631578947368421,0.6363636363636364,0.14285714285714285,0.5555555555555556,0.5,0.42857142857142855,0.4782608695652174,0.46153846153846156,0.36363636363636365,0.2222222222222222,0.2222222222222222,0.29411764705882354
1,1,1,1,1,1,1,1,0.6923076923076923,0.2727272727272727,0,0.5714285714285714,0.8888888888888888,0.7777777777777778,0.6,0.6,0.6666666666666666,0.5294117647058824,0.6190476190476191,0.6666666666666666,0.6,0.5294117647058824,0.6190476190476191,0.6190476190476191,0.7647058823529411,1,0.9428571428571428,0.7333333333333333,0.7777777777777778,0.6470588235294118,0.8571428571428571,0.8181818181818182,1,0.7931034482758621,0.9130434782608695,0.8461538461538461,0.6923076923076923,0.6923076923076923,0.6521739130434783,0.5294117647058824,0.5,0.6842105263157895,0.2727272727272727,0.3333333333333333,0.68,0.5555555555555556,0.6,0.6521739130434783,0.5789473684210527,0.4666666666666667,0.4666666666666667,0.42857142857142855
1,1,1,1,1,1,1,1,0.6842105263157895,0.5294117647058824,0.5714285714285714,0,0.8333333333333334,0.6,0.8181818181818182,0.8181818181818182,0.6,0.7391304347826086,0.6296296296296297,0.6,0.6153846153846154,0.5652173913043478,0.5555555555555556,0.5555555555555556,0.8,0.9583333333333334,0.9024390243902439,0.7777777777777778,0.8095238095238095,0.6521739130434783,0.8823529411764706,0.8823529411764706,1,0.7142857142857143,0.9310344827586207,0.8947368421052632,0.8125,0.75,0.6551724137931034,0.6521739130434783,0.6363636363636364,0.6,0.6470588235294118,0.6666666666666666,0.6774193548387096,0.75,0.6153846153846154,0.6551724137931034,0.6,0.6190476190476191,0.6190476190476191,0.6
1,1,0.9285714285714286,1,1,0.9090909090909091,1,1,0.6521739130434783,0.9047619047619048,0.8888888888888888,0.8333333333333334,0,0.6842105263157895,0.8666666666666667,0.8666666666666667,0.8235294117647058,0.8518518518518519,0.8709677419354839,0.8235294117647058,0.9333333333333333,0.8518518518518519,0.8064516129032258,0.8064516129032258,0.9545454545454546,0.8846153846153846,0.9555555555555556,0.9,0.8695652173913043,0.9259259259259259,0.8421052631578947,0.9047619047619048,1,0.8974358974358975,0.8787878787878788,0.9130434782608695,0.9444444444444444,0.8888888888888888,0.9393939393939394,0.9259259259259259,0.9230769230769231,0.8620689655172413,0.9047619047619048,0.875,0.9428571428571428,0.9285714285714286,0.8666666666666667,0.9393939393939394,0.9310344827586207,0.92,0.92,0.9166666666666666
1,1,0.8947368421052632,1,1,0.8461538461538461,1,1,0.7142857142857143,0.8333333333333334,0.7777777777777778,0.6,0.6842105263157895,0,0.6666666666666666,0.6666666666666666,0.6,0.7777777777777778,0.6363636363636364,0.6,0.7142857142857143,0.5555555555555556,0.5454545454545454,0.5454545454545454,0.9428571428571428,1,0.9444444444444444,0.9354838709677419,0.9459459459459459,0.7777777777777778,0.8620689655172413,0.8333333333333334,1,0.8,0.9166666666666666,0.8571428571428571,0.9259259259259259,0.7777777777777778,0.8333333333333334,0.8888888888888888,0.8823529411764706,0.7,0.8333333333333334,0.7142857142857143,0.7692307692307693,0.8947368421052632,0.7142857142857143,0.8333333333333334,0.8,0.875,0.875,0.8666666666666667
1,1,1,1,1,1,1,1,0.8,0.75,0.6,0.8181818181818182,0.8666666666666667,0.6666666666666666,0,0,0.9047619047619048,0.8571428571428571,0.8888888888888888,0.9047619047619048,0.8823529411764706,0.8571428571428571,0.8888888888888888,0.8888888888888888,0.9354838709677419,1,0.9375,0.9259259259259259,0.9393939393939394,0.8571428571428571,0.92,0.75,1,0.9230769230769231,0.9,0.8,0.9130434782608695,0.9130434782608695,0.9,0.8571428571428571,0.8461538461538461,0.875,0.75,0.3333333333333333,0.9090909090909091,0.8666666666666667,0.8823529411764706,0.9,0.875,0.8333333333333334,0.8333333333333334,0.8181818181818182
1,1,1,1,1,1,1,1,0.8,0.75,0.6,0.8181818181818182,0.8666666666666667,0.6666666666666666,0,0,0.9047619047619048,0.8571428571428571,0.8888888888888888,0.9047619047619048,0.8823529411764706,0.8571428571428571,0.8888888888888888,0.8888888888888888,0.9354838709677419,1,0.9375,0.9259259259259259,0.9393939393939394,0.8571428571428571,0.92,0.75,1,0.9230769230769231,0.9,0.8,0.9130434782608695,0.9130434782608695,0.9,0.8571428571428571,0.8461538461538461,0.875,0.75,0.3333333333333333,0.9090909090909091,0.8666666666666667,0.8823529411764706,0.9,0.875,0.8333333333333334,0.8333333333333334,0.8181818181818182
1,1,0.9411764705882353,1,1,0.9285714285714286,1,1,0.7931034482758621,0.48148148148148145,0.6666666666666666,0.6,0.8235294117647058,0.6,0.9047619047619048,0.9047619047619048,0,0.21212121212121213,0.1891891891891892,0.15,0.2777777777777778,0.21212121212121213,0.24324324324324326,0.35135135135135137,0.4,0.9655172413793104,0.9215686274509803,0.5652173913043478,0.6538461538461539,0.7575757575757576,0.8636363636363636,0.9259259259259259,1,0.7333333333333333,0.9487179487179487,0.9310344827586207,0.3333333333333333,0.23809523809523808,0.28205128205128205,0.2727272727272727,0.3125,0.6571428571428571,0.48148148148148145,0.8181818181818182,0.17073170731707318,0.17647058823529413,0.1111111111111111,0.23076923076923078,0.2,0.41935483870967744,0.5483870967741935,0.6
1,1,0.9259259259259259,1,1,0.9047619047619048,1,1,0.8181818181818182,0.4,0.5294117647058824,0.7391304347826086,0.8518518518518519,0.7777777777777778,0.8571428571428571,0.8571428571428571,0.21212121212121213,0,0.2,0.2727272727272727,0.3103448275862069,0.23076923076923078,0.4,0.5333333333333333,0.4418604651162791,1,0.9545454545454546,0.5384615384615384,0.6444444444444445,0.7692307692307693,0.8378378378378378,0.9,1,0.8421052631578947,0.9375,0.9090909090909091,0.3142857142857143,0.2571428571428571,0.25,0.15384615384615385,0.2,0.7142857142857143,0.3,0.7333333333333333,0.29411764705882354,0.1111111111111111,0.1724137931034483,0.25,0.14285714285714285,0.3333333333333333,0.5,0.5652173913043478
1,1,0.8709677419354839,1,1,0.92,1,1,0.8461538461538461,0.4166666666666667,0.6190476190476191,0.6296296296296297,0.8709677419354839,0.6363636363636364,0.8888888888888888,0.8888888888888888,0.1891891891891892,0.2,0,0.13513513513513514,0.21212121212121213,0.13333333333333333,0.17647058823529413,0.35294117647058826,0.44680851063829785,0.9272727272727272,0.9166666666666666,0.5348837209302325,0.5918367346938775,0.7333333333333333,0.8048780487804879,0.9166666666666666,1,0.7142857142857143,0.9444444444444444,0.9230769230769231,0.4358974358974359,0.28205128205128205,0.2777777777777778,0.13333333333333333,0.1724137931034483,0.5625,0.4166666666666667,0.7894736842105263,0.21052631578947367,0.2903225806451613,0.2727272727272727,0.2222222222222222,0.125,0.2857142857142857,0.42857142857142855,0.48148148148148145
1,1,0.8235294117647058,1,1,0.9285714285714286,1,1,0.7931034482758621,0.48148148148148145,0.6666666666666666,0.6,0.8235294117647058,0.6,0.9047619047619048,0.9047619047619048,0.15,0.2727272727272727,0.13513513513513514,0,0.2777777777777778,0.21212121212121213,0.13513513513513514,0.1891891891891892,0.52,0.9655172413793104,0.9215686274509803,0.5652173913043478,0.6538461538461539,0.7575757575757576,0.8181818181818182,0.9259259259259259,1,0.7333333333333333,0.9487179487179487,0.9310344827586207,0.47619047619047616,0.3333333333333333,0.3333333333333333,0.2727272727272727,0.3125,0.6571428571428571,0.48148148148148145,0.8181818181818182,0.3170731707317073,0.35294117647058826,0.2777777777777778,0.3333333333333333,0.2571428571428571,0.41935483870967744,0.5483870967741935,0.6
1,1,1,1,1,1,1,1,0.84,0.391304347826087,0.6,0.6153846153846154,0.9333333333333333,0.7142857142857143,0.8823529411764706,0.8823529411764706,0.2777777777777778,0.3103448275862069,0.21212121212121213,0.2777777777777778,0,0.1724137931034483,0.3333333333333333,0.45454545454545453,0.5217391304347826,0.9629629629629629,0.9148936170212766,0.5238095238095238,0.625,0.7241379310344828,0.9,0.9130434782608695,1,0.7073170731707317,0.9428571428571428,0.92,0.47368421052631576,0.42105263157894735,0.3142857142857143,0.2413793103448276,0.21428571428571427,0.6774193548387096,0.391304347826087,0.7777777777777778,0.2972972972972973,0.3333333333333333,0.3125,0.3142857142857143,0.22580645161290322,0.3333333333333333,0.48148148148148145,0.5384615384615384
1,1,0.9259259259259259,1,1,0.9047619047619048,1,1,0.8181818181818182,0.3,0.5294117647058824,0.5652173913043478,0.8518518518518519,0.5555555555555556,0.8571428571428571,0.8571428571428571,0.21212121212121213,0.23076923076923078,0.13333333333333333,0.21212121212121213,0.1724137931034483,0,0.2,0.3333333333333333,0.5348837209302325,0.9607843137254902,0.9090909090909091,0.48717948717948717,0.6,0.6923076923076923,0.8378378378378378,0.9,1,0.6842105263157895,0.9375,0.9090909090909091,0.4857142857142857,0.37142857142857144,0.3125,0.23076923076923078,0.2,0.5714285714285714,0.3,0.7333333333333333,0.29411764705882354,0.3333333333333333,0.3103448275862069,0.3125,0.21428571428571427,0.25,0.4166666666666667,0.4782608695652174
1,1,0.8064516129032258,1,1,0.92,1,1,0.7692307692307693,0.4166666666666667,0.6190476190476191,0.5555555555555556,0.8064516129032258,0.5454545454545454,0.8888888888888888,0.8888888888888888,0.24324324324324326,0.4,0.17647058823529413,0.13513513513513514,0.3333333333333333,0.2,0,0.17647058823529413,0.574468085106383,0.9272727272727272,0.9166666666666666,0.5813953488372093,0.5918367346938775,0.7333333333333333,0.8048780487804879,0.9166666666666666,1,0.7142857142857143,0.9444444444444444,0.9230769230769231,0.5897435897435898,0.4358974358974359,0.4444444444444444,0.3333333333333333,0.3103448275862069,0.5625,0.4166666666666667,0.7894736842105263,0.3684210526315789,0.4838709677419355,0.3939393939393939,0.3888888888888889,0.3125,0.2857142857142857,0.42857142857142855,0.48148148148148145
1,1,0.8064516129032258,1,1,0.92,1,1,0.7692307692307693,0.4166666666666667,0.6190476190476191,0.5555555555555556,0.8064516129032258,0.5454545454545454,0.8888888888888888,0.8888888888888888,0.35135135135135137,0.5333333333333333,0.35294117647058826,0.1891891891891892,0.45454545454545453,0.3333333333333333,0.17647058823529413,0,0.7021276595744681,0.9636363636363636,0.9166666666666666,0.6744186046511628,0.7142857142857143,0.7333333333333333,0.8048780487804879,0.9166666666666666,1,0.7142857142857143,0.9444444444444444,0.9230769230769231,0.6923076923076923,0.5384615384615384,0.5555555555555556,0.5333333333333333,0.5172413793103449,0.625,0.5,0.7894736842105263,0.5263157894736842,0.6129032258064516,0.5151515151515151,0.5555555555555556,0.5,0.5,0.5,0.5555555555555556
1,1,1,1,1,1,1,1,0.8974358974358975,0.6216216216216216,0.7647058823529411,0.8,0.9545454545454546,0.9428571428571428,0.9354838709677419,0.9354838709677419,0.4,0.4418604651162791,0.44680851063829785,0.52,0.5217391304347826,0.5348837209302325,0.574468085106383,0.7021276595744681,0,0.6764705882352942,0.8688524590163934,0.6071428571428571,0.5483870967741935,0.813953488372093,0.8518518518518519,0.8918918918918919,1,0.8181818181818182,0.9183673469387755,0.8461538461538461,0.4230769230769231,0.4230769230769231,0.46938775510204084,0.3953488372093023,0.42857142857142855,0.5555555555555556,0.6216216216216216,0.875,0.3333333333333333,0.36363636363636365,0.391304347826087,0.30612244897959184,0.37777777777777777,0.4634146341463415,0.4634146341463415,0.55
1,1,1,1,1,1,1,1,1,0.9555555555555556,1,0.9583333333333334,0.8846153846153846,1,1,1,0.9655172413793104,1,0.9272727272727272,0.9655172413793104,0.9629629629629629,0.9607843137254902,0.9272727272727272,0.9636363636363636,0.6764705882352942,0,0.7101449275362319,0.59375,0.6,1,0.7741935483870968,0.9555555555555556,1,0.873015873015873,0.9298245614035088,0.8723404255319149,1,1,0.9649122807017544,0.9215686274509803,0.92,0.7358490566037735,1,1,0.9322033898305084,1,1,0.8596491228070176,0.9245283018867925,0.8775510204081632,0.7959183673469388,0.8333333333333334
1,1,1,1,1,1,1,1,0.95,0.8947368421052632,0.9428571428571428,0.9024390243902439,0.9555555555555556,0.9444444444444444,0.9375,0.9375,0.9215686274509803,0.9545454545454546,0.9166666666666666,0.9215686274509803,0.9148936170212766,0.9090909090909091,0.9166666666666666,0.9166666666666666,0.8688524590163934,0.7101449275362319,0,0.6842105263157895,0.49206349206349204,0.9545454545454546,0.6,0.9473684210526315,1,0.7857142857142857,0.84,0.7,0.9622641509433962,0.9622641509433962,0.92,0.9090909090909091,0.9069767441860465,0.9130434782608695,0.9473684210526315,0.9393939393939394,0.9230769230769231,0.9555555555555556,0.9574468085106383,0.92,0.9130434782608695,0.9047619047619048,0.9047619047619048,0.9024390243902439
