chkd_n_4,chkd_n_7,chkd_s_9,chkd_s_6,chkd_s_1,chkd_s_3,chkd_s_2,chkd_s_7,gs_sth_s_1,gs_sth_s_5,gs_sth_s_9,gs_sth_s_2,gs_sth_s_4,gs_sth_s_7,gs_sth_s_3,gs_st__8,gs_sth_w_9,gs_sth_w_7,gs_sth_w_5,gs_sth_w_1,gs_sth_w_2,gs_st__6,gs_sth_w_4,gs_sth_w_3,prth_b_1,prth_b_7,prth_b_8,prth_b_4,prth_b_5,prth_b_2,prth_b_6,prth_b_3,prth_p_9,prth_p_5,prth_p_7,prth_p_3,trqt_n_9,trqt_n_4,trqt_n_5,trqt_n_8,trqt_n_2,trqt_n_1,trqt_n_6,trqt_n_3,trqt_s_5,trqt_s_6,trqt_s_9,trqt_s_2,trqt_s_3,trqt_s_4,trqt_s_1,trqt_s_8
1,1,1,1,0.9487179487179487,1,1,1,0.8857142857142857,0.5757575757575758,0.7333333333333333,0.7777777777777778,0.9,0.9354838709677419,0.9259259259259259,0.9259259259259259,0.5652173913043478,0.5384615384615384,0.5348837209302325,0.5652173913043478,0.5238095238095238,0.48717948717948717,0.5813953488372093,0.6744186046511628,0.6071428571428571,0.59375,0.6842105263157895,0,0.4827586206896552,0.8461538461538461,0.76,0.8787878787878788,1,0.7254901960784313,0.8666666666666667,0.8857142857142857,0.625,0.625,0.5555555555555556,0.48717948717948717,0.47368421052631576,0.8048780487804879,0.5757575757575758,0.8571428571428571,0.574468085106383,0.55,0.5714285714285714,0.5555555555555556,0.5121951219512195,0.5135135135135135,0.6216216216216216,0.6666666666666666
1,1,1,1,1,1,1,1,0.9024390243902439,0.6410256410256411,0.7777777777777778,0.8095238095238095,0.8695652173913043,0.9459459459459459,0.9393939393939394,0.9393939393939394,0.6538461538461539,0.6444444444444445,0.5918367346938775,0.6538461538461539,0.625,0.6,0.5918367346938775,0.7142857142857143,0.5483870967741935,0.6,0.49206349206349204,0.4827586206896552,0,0.8666666666666667,0.6071428571428571,0.9487179487179487,1,0.7894736842105263,0.9215686274509803,0.7560975609756098,0.7037037037037037,0.7037037037037037,0.6470588235294118,0.5555555555555556,0.5454545454545454,0.7021276595744681,0.6410256410256411,0.8823529411764706,0.6226415094339622,0.6521739130434783,0.6666666666666666,0.5294117647058824,0.574468085106383,0.4883720930232558,0.5348837209302325,0.5714285714285714
1,1,1,1,0.6923076923076923,1,1,1,0.8181818181818182,0.7,0.6470588235294118,0.6521739130434783,0.9259259259259259,0.7777777777777778,0.8571428571428571,0.8571428571428571,0.7575757575757576,0.7692307692307693,0.7333333333333333,0.7575757575757576,0.7241379310344828,0.6923076923076923,0.7333333333333333,0.7333333333333333,0.813953488372093,1,0.9545454545454546,0.8461538461538461,0.8666666666666667,0,0.8918918918918919,0.5,1,0.7894736842105263,0.9375,0.9090909090909091,0.8285714285714286,0.7714285714285715,0.75,0.7692307692307693,0.76,0.7142857142857143,0.7,0.7333333333333333,0.7647058823529411,0.7777777777777778,0.7241379310344828,0.75,0.7142857142857143,0.75,0.75,0.7391304347826086
1,1,0.8947368421052632,1,1,0.9375,1,1,0.8787878787878788,0.8709677419354839,0.8571428571428571,0.8823529411764706,0.8421052631578947,0.8620689655172413,0.92,0.92,0.8636363636363636,0.8378378378378378,0.8048780487804879,0.8181818181818182,0.9,0.8378378378378378,0.8048780487804879,0.8048780487804879,0.8518518518518519,0.7741935483870968,0.6,0.76,0.6071428571428571,0.8918918918918919,0,0.9354838709677419,1,0.8367346938775511,0.9069767441860465,0.5151515151515151,0.9130434782608695,0.8260869565217391,0.9069767441860465,0.8918918918918919,0.8888888888888888,0.8461538461538461,0.8709677419354839,0.8461538461538461,0.9111111111111111,0.8947368421052632,0.9,0.9069767441860465,0.8974358974358975,0.8857142857142857,0.8857142857142857,0.8823529411764706
1,1,0.9047619047619048,1,0.6,1,0.8666666666666667,1,0.875,0.8571428571428571,0.8181818181818182,0.8823529411764706,0.9047619047619048,0.8333333333333334,0.75,0.75,0.9259259259259259,0.9,0.9166666666666666,0.9259259259259259,0.9130434782608695,0.9,0.9166666666666666,0.9166666666666666,0.8918918918918919,0.9555555555555556,0.9473684210526315,0.8787878787878788,0.9487179487179487,0.5,0.9354838709677419,0,1,0.9375,0.9230769230769231,0.875,0.9310344827586207,0.9310344827586207,0.9230769230769231,0.9,0.8947368421052632,0.9090909090909091,0.8571428571428571,0.7777777777777778,0.9285714285714286,0.9047619047619048,0.9130434782608695,0.9230769230769231,0.9090909090909091,0.8888888888888888,0.8888888888888888,0.8823529411764706
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.9487179487179487,0.9393939393939394,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,0.8823529411764706,0.75,0.7931034482758621,0.7142857142857143,0.8974358974358975,0.8,0.9230769230769231,0.9230769230769231,0.7333333333333333,0.8421052631578947,0.7142857142857143,0.7333333333333333,0.7073170731707317,0.6842105263157895,0.7142857142857143,0.7142857142857143,0.8181818181818182,0.873015873015873,0.7857142857142857,0.7254901960784313,0.7894736842105263,0.7894736842105263,0.8367346938775511,0.9375,0.9487179487179487,0,0.3181818181818182,0.8823529411764706,0.8723404255319149,0.8297872340425532,0.7727272727272727,0.7894736842105263,0.7837837837837838,0.75,0.8125,0.8518518518518519,0.7391304347826086,0.8461538461538461,0.8048780487804879,0.7727272727272727,0.75,0.7777777777777778,0.7777777777777778,0.7714285714285715
1,1,1,1,1,1,1,1,0.9285714285714286,0.9230769230769231,0.9130434782608695,0.9310344827586207,0.8787878787878788,0.9166666666666666,0.9,0.9,0.9487179487179487,0.9375,0.9444444444444444,0.9487179487179487,0.9428571428571428,0.9375,0.9444444444444444,0.9444444444444444,0.9183673469387755,0.9298245614035088,0.84,0.8666666666666667,0.9215686274509803,0.9375,0.9069767441860465,0.9230769230769231,0.9393939393939394,0.3181818181818182,0,0.8571428571428571,0.9512195121951219,0.9512195121951219,0.9473684210526315,0.9375,0.9354838709677419,0.9411764705882353,0.9230769230769231,0.9047619047619048,0.95,0.9393939393939394,0.9428571428571428,0.9473684210526315,0.9411764705882353,0.9333333333333333,0.9333333333333333,0.9310344827586207
1,1,1,1,1,1,1,1,0.8888888888888888,0.875,0.8461538461538461,0.8947368421052632,0.9130434782608695,0.8571428571428571,0.8,0.8,0.9310344827586207,0.9090909090909091,0.9230769230769231,0.9310344827586207,0.92,0.9090909090909091,0.9230769230769231,0.9230769230769231,0.8461538461538461,0.8723404255319149,0.7,0.8857142857142857,0.7560975609756098,0.9090909090909091,0.5151515151515151,0.875,1,0.8823529411764706,0.8571428571428571,0,0.9354838709677419,0.9354838709677419,0.9285714285714286,0.9090909090909091,0.9047619047619048,0.9166666666666666,0.875,0.8181818181818182,0.9333333333333333,0.9130434782608695,0.92,0.9285714285714286,0.9166666666666666,0.9,0.9,0.8947368421052632
0.9166666666666666,0.9130434782608695,0.9444444444444444,0.9333333333333333,0.9428571428571428,0.9333333333333333,0.9333333333333333,0.9130434782608695,0.8709677419354839,0.5862068965517241,0.6923076923076923,0.8125,0.9444444444444444,0.9259259259259259,0.9130434782608695,0.9130434782608695,0.3333333333333333,0.3142857142857143,0.4358974358974359,0.47619047619047616,0.47368421052631576,0.4857142857142857,0.5897435897435898,0.6923076923076923,0.4230769230769231,1,0.9622641509433962,0.625,0.7037037037037037,0.8285714285714286,0.9130434782608695,0.9310344827586207,1,0.8723404255319149,0.9512195121951219,0.9354838709677419,0,0.2727272727272727,0.3170731707317073,0.37142857142857144,0.4117647058823529,0.8378378378378378,0.5172413793103449,0.8333333333333334,0.2558139534883721,0.2222222222222222,0.2631578947368421,0.36585365853658536,0.35135135135135137,0.5151515151515151,0.6363636363636364,0.6875
1,1,0.8888888888888888,1,1,0.9333333333333333,1,1,0.8064516129032258,0.5862068965517241,0.6923076923076923,0.75,0.8888888888888888,0.7777777777777778,0.9130434782608695,0.9130434782608695,0.23809523809523808,0.2571428571428571,0.28205128205128205,0.3333333333333333,0.42105263157894735,0.37142857142857144,0.4358974358974359,0.5384615384615384,0.4230769230769231,1,0.9622641509433962,0.625,0.7037037037037037,0.7714285714285715,0.8260869565217391,0.9310344827586207,1,0.8297872340425532,0.9512195121951219,0.9354838709677419,0.2727272727272727,0,0.3170731707317073,0.37142857142857144,0.4117647058823529,0.6216216216216216,0.5172413793103449,0.8333333333333334,0.20930232558139536,0.2222222222222222,0.21052631578947367,0.3170731707317073,0.2972972972972973,0.5151515151515151,0.6363636363636364,0.625
1,1,1,1,1,1,1,1,0.7857142857142857,0.46153846153846156,0.6521739130434783,0.6551724137931034,0.9393939393939394,0.8333333333333334,0.9,0.9,0.28205128205128205,0.25,0.2777777777777778,0.3333333333333333,0.3142857142857143,0.3125,0.4444444444444444,0.5555555555555556,0.46938775510204084,0.9649122807017544,0.92,0.5555555555555556,0.6470588235294118,0.75,0.9069767441860465,0.9230769230769231,1,0.7727272727272727,0.9473684210526315,0.9285714285714286,0.3170731707317073,0.3170731707317073,0,0.25,0.2903225806451613,0.7058823529411765,0.46153846153846156,0.8095238095238095,0.3,0.2727272727272727,0.2571428571428571,0.2631578947368421,0.17647058823529413,0.4,0.5333333333333333,0.5172413793103449
1,1,1,1,1,1,1,1,0.8181818181818182,0.3,0.5294117647058824,0.6521739130434783,0.9259259259259259,0.8888888888888888,0.8571428571428571,0.8571428571428571,0.2727272727272727,0.15384615384615385,0.13333333333333333,0.2727272727272727,0.2413793103448276,0.23076923076923078,0.3333333333333333,0.5333333333333333,0.3953488372093023,0.9215686274509803,0.9090909090909091,0.48717948717948717,0.5555555555555556,0.7692307692307693,0.8918918918918919,0.9,1,0.7894736842105263,0.9375,0.9090909090909091,0.37142857142857144,0.37142857142857144,0.25,0,0.04,0.6428571428571429,0.3,0.7333333333333333,0.23529411764705882,0.18518518518518517,0.2413793103448276,0.1875,0.07142857142857142,0.16666666666666666,0.3333333333333333,0.391304347826087
1,1,1,1,1,1,1,1,0.8095238095238095,0.2631578947368421,0.5,0.6363636363636364,0.9230769230769231,0.8823529411764706,0.8461538461538461,0.8461538461538461,0.3125,0.2,0.1724137931034483,0.3125,0.21428571428571427,0.2,0.3103448275862069,0.5172413793103449,0.42857142857142855,0.92,0.9069767441860465,0.47368421052631576,0.5454545454545454,0.76,0.8888888888888888,0.8947368421052632,1,0.7837837837837838,0.9354838709677419,0.9047619047619048,0.4117647058823529,0.4117647058823529,0.2903225806451613,0.04,0,0.6296296296296297,0.2631578947368421,0.7142857142857143,0.2727272727272727,0.23076923076923078,0.2857142857142857,0.22580645161290322,0.1111111111111111,0.13043478260869565,0.30434782608695654,0.36363636363636365
1,1,0.9310344827586207,1,1,0.9130434782608695,1,1,0.8333333333333334,0.6363636363636364,0.6842105263157895,0.6,0.8620689655172413,0.7,0.875,0.875,0.6571428571428571,0.7142857142857143,0.5625,0.6571428571428571,0.6774193548387096,0.5714285714285714,0.5625,0.625,0.5555555555555556,0.7358490566037735,0.9130434782608695,0.8048780487804879,0.7021276595744681,0.7142857142857143,0.8461538461538461,0.9090909090909091,1,0.75,0.9411764705882353,0.9166666666666666,0.8378378378378378,0.6216216216216216,0.7058823529411765,0.6428571428571429,0.6296296296296297,0,0.7272727272727273,0.7647058823529411,0.6666666666666666,0.7931034482758621,0.7419354838709677,0.5294117647058824,0.6,0.5384615384615384,0.38461538461538464,0.44
1,1,1,1,1,1,1,1,0.75,0.14285714285714285,0.2727272727272727,0.6470588235294118,0.9047619047619048,0.8333333333333334,0.75,0.75,0.48148148148148145,0.3,0.4166666666666667,0.48148148148148145,0.391304347826087,0.3,0.4166666666666667,0.5,0.6216216216216216,1,0.9473684210526315,0.5757575757575758,0.6410256410256411,0.7,0.8709677419354839,0.8571428571428571,1,0.8125,0.9230769230769231,0.875,0.5172413793103449,0.5172413793103449,0.46153846153846156,0.3,0.2631578947368421,0.7272727272727273,0,0.5555555555555556,0.5,0.3333333333333333,0.391304347826087,0.46153846153846156,0.36363636363636365,0.2222222222222222,0.3333333333333333,0.4117647058823529
1,1,1,1,1,1,1,1,0.6363636363636364,0.5555555555555556,0.3333333333333333,0.6666666666666666,0.875,0.7142857142857143,0.3333333333333333,0.3333333333333333,0.8181818181818182,0.7333333333333333,0.7894736842105263,0.8181818181818182,0.7777777777777778,0.7333333333333333,0.7894736842105263,0.7894736842105263,0.875,1,0.9393939393939394,0.8571428571428571,0.8823529411764706,0.7333333333333333,0.8461538461538461,0.7777777777777778,1,0.8518518518518519,0.9047619047619048,0.8181818181818182,0.8333333333333334,0.8333333333333334,0.8095238095238095,0.7333333333333333,0.7142857142857143,0.7647058823529411,0.5555555555555556,0,0.8260869565217391,0.75,0.7777777777777778,0.8095238095238095,0.7647058823529411,0.6923076923076923,0.6923076923076923,0.6666666666666666
1,1,1,1,1,1,1,1,0.8666666666666667,0.5,0.68,0.6774193548387096,0.9428571428571428,0.7692307692307693,0.9090909090909091,0.9090909090909091,0.17073170731707318,0.29411764705882354,0.21052631578947367,0.3170731707317073,0.2972972972972973,0.29411764705882354,0.3684210526315789,0.5263157894736842,0.3333333333333333,0.9322033898305084,0.9230769230769231,0.574468085106383,0.6226415094339622,0.7647058823529411,0.9111111111111111,0.9285714285714286,1,0.7391304347826086,0.95,0.9333333333333333,0.2558139534883721,0.20930232558139536,0.3,0.23529411764705882,0.2727272727272727,0.6666666666666666,0.5,0.8260869565217391,0,0.2,0.1891891891891892,0.2,0.16666666666666666,0.375,0.5,0.5483870967741935
1,1,1,1,1,1,1,1,0.8260869565217391,0.42857142857142855,0.5555555555555556,0.75,0.9285714285714286,0.8947368421052632,0.8666666666666667,0.8666666666666667,0.17647058823529413,0.1111111111111111,0.2903225806451613,0.35294117647058826,0.3333333333333333,0.3333333333333333,0.4838709677419355,0.6129032258064516,0.36363636363636365,1,0.9555555555555556,0.55,0.6521739130434783,0.7777777777777778,0.8947368421052632,0.9047619047619048,1,0.8461538461538461,0.9393939393939394,0.9130434782608695,0.2222222222222222,0.2222222222222222,0.2727272727272727,0.18518518518518517,0.23076923076923078,0.7931034482758621,0.3333333333333333,0.75,0.2,0,0.06666666666666667,0.21212121212121213,0.1724137931034483,0.36,0.52,0.5833333333333334
1,1,1,1,1,1,1,1,0.76,0.4782608695652174,0.6,0.6153846153846154,0.8666666666666667,0.7142857142857143,0.8823529411764706,0.8823529411764706,0.1111111111111111,0.1724137931034483,0.2727272727272727,0.2777777777777778,0.3125,0.3103448275862069,0.3939393939393939,0.5151515151515151,0.391304347826087,1,0.9574468085106383,0.5714285714285714,0.6666666666666666,0.7241379310344828,0.9,0.9130434782608695,1,0.8048780487804879,0.9428571428571428,0.92,0.2631578947368421,0.21052631578947367,0.2571428571428571,0.2413793103448276,0.2857142857142857,0.7419354838709677,0.391304347826087,0.7777777777777778,0.1891891891891892,0.06666666666666667,0,0.2,0.16129032258064516,0.4074074074074074,0.5555555555555556,0.6153846153846154
1,1,1,1,1,1,1,1,0.8571428571428571,0.46153846153846156,0.6521739130434783,0.6551724137931034,0.9393939393939394,0.8333333333333334,0.9,0.9,0.23076923076923078,0.25,0.2222222222222222,0.3333333333333333,0.3142857142857143,0.3125,0.3888888888888889,0.5555555555555556,0.30612244897959184,0.8596491228070176,0.92,0.5555555555555556,0.5294117647058824,0.75,0.9069767441860465,0.9230769230769231,1,0.7727272727272727,0.9473684210526315,0.9285714285714286,0.36585365853658536,0.3170731707317073,0.2631578947368421,0.1875,0.22580645161290322,0.5294117647058824,0.46153846153846156,0.8095238095238095,0.2,0.21212121212121213,0.2,0,0.11764705882352941,0.26666666666666666,0.3333333333333333,0.3793103448275862
1,1,1,1,1,1,1,1,0.8333333333333334,0.36363636363636365,0.5789473684210527,0.6,0.9310344827586207,0.8,0.875,0.875,0.2,0.14285714285714285,0.125,0.2571428571428571,0.22580645161290322,0.21428571428571427,0.3125,0.5,0.37777777777777777,0.9245283018867925,0.9130434782608695,0.5121951219512195,0.574468085106383,0.7142857142857143,0.8974358974358975,0.9090909090909091,1,0.75,0.9411764705882353,0.9166666666666666,0.35135135135135137,0.2972972972972973,0.17647058823529413,0.07142857142857142,0.1111111111111111,0.6,0.36363636363636365,0.7647058823529411,0.16666666666666666,0.1724137931034483,0.16129032258064516,0.11764705882352941,0,0.23076923076923078,0.38461538461538464,0.44
1,1,1,1,1,1,1,1,0.8,0.2222222222222222,0.4666666666666667,0.6190476190476191,0.92,0.875,0.8333333333333334,0.8333333333333334,0.41935483870967744,0.3333333333333333,0.2857142857142857,0.41935483870967744,0.3333333333333333,0.25,0.2857142857142857,0.5,0.4634146341463415,0.8775510204081632,0.9047619047619048,0.5135135135135135,0.4883720930232558,0.75,0.8857142857142857,0.8888888888888888,1,0.7777777777777778,0.9333333333333333,0.9,0.5151515151515151,0.5151515151515151,0.4,0.16666666666666666,0.13043478260869565,0.5384615384615384,0.2222222222222222,0.6923076923076923,0.375,0.36,0.4074074074074074,0.26666666666666666,0.23076923076923078,0,0.18181818181818182,0.23809523809523808
1,1,1,1,1,1,1,1,0.8,0.2222222222222222,0.4666666666666667,0.6190476190476191,0.92,0.875,0.8333333333333334,0.8333333333333334,0.5483870967741935,0.5,0.42857142857142855,0.5483870967741935,0.48148148148148145,0.4166666666666667,0.42857142857142855,0.5,0.4634146341463415,0.7959183673469388,0.9047619047619048,0.6216216216216216,0.5348837209302325,0.75,0.8857142857142857,0.8888888888888888,1,0.7777777777777778,0.9333333333333333,0.9,0.6363636363636364,0.6363636363636364,0.5333333333333333,0.3333333333333333,0.30434782608695654,0.38461538461538464,0.3333333333333333,0.6923076923076923,0.5,0.52,0.5555555555555556,0.3333333333333333,0.38461538461538464,0.18181818181818182,0,0.14285714285714285
1,1,1,1,1,1,1,1,0.6842105263157895,0.29411764705882354,0.42857142857142855,0.6,0.9166666666666666,0.8666666666666667,0.8181818181818182,0.8181818181818182,0.6,0.5652173913043478,0.48148148148148145,0.6,0.5384615384615384,0.4782608695652174,0.48148148148148145,0.5555555555555556,0.55,0.8333333333333334,0.9024390243902439,0.6666666666666666,0.5714285714285714,0.7391304347826086,0.8823529411764706,0.8823529411764706,1,0.7714285714285715,0.9310344827586207,0.8947368421052632,0.6875,0.625,0.5172413793103449,0.391304347826087,0.36363636363636365,0.44,0.4117647058823529,0.6666666666666666,0.5483870967741935,0.5833333333333334,0.6153846153846154,0.3793103448275862,0.44,0.23809523809523808,0.14285714285714285,0
