date,year,month,waterYear,WaterTemp_QL,WaterTemp_QC,WaterTemp_UQL,WaterTemp,WaterTemp_Med,WaterTemp_Avg,WaterTemp_Min,WaterTemp_Max
2015-09-15,2015,Sep,2014-2015,1,MV:15 of 24 missing:1 of 24 flagged,3,17.13,17.95,17.95009722,16.939,19.127
2015-09-16,2015,Sep,2014-2015,1,,2,11.929,12.334,13.74757118,11.929,19.341
2015-09-17,2015,Sep,2014-2015,1,,2,12.582,12.361125,12.37756076,11.953,12.63
2015-09-18,2015,Sep,2014-2015,1,,2,12.654,12.582,12.60483333,12.509,12.727
2015-09-19,2015,Sep,2014-2015,1,,2,12.896,12.748,12.77046181,12.63,12.896
2015-09-20,2015,Sep,2014-2015,1,,2,12.992,13.016,13.00816667,12.896,13.088
2015-09-21,2015,Sep,2014-2015,1,,2,13.04,12.968,12.97320139,12.871,13.064
2015-09-22,2015,Sep,2014-2015,1,,2,12.727,12.823,12.85238368,12.703,13.04
2015-09-23,2015,Sep,2014-2015,1,,2,12.823,12.751,12.71747917,12.558,12.823
2015-09-24,2015,Sep,2014-2015,1,,2,12.751,12.775,12.79253472,12.703,12.92
2015-09-25,2015,Sep,2014-2015,1,,2,12.582,12.618,12.62143229,12.485,12.775
2015-09-26,2015,Sep,2014-2015,1,,2,12.63,12.582,12.59058333,12.413,12.775
2015-09-27,2015,Sep,2014-2015,1,,2,12.461,12.555,12.54301563,12.413,12.678
2015-09-28,2015,Sep,2014-2015,1,,2,12.219,12.389,12.40933681,12.219,12.606
2015-09-29,2015,Sep,2014-2015,1,,2,12.001,12.219,12.21637847,11.977,12.413
2015-09-30,2015,Sep,2014-2015,1,,2,11.904,12.05,12.04877257,11.904,12.171
2015-10-01,2015,Oct,2015-2016,1,,2,11.953,11.983,11.98803993,11.783,12.171
2015-10-02,2015,Oct,2015-2016,1,,2,11.88,11.9165,11.95351563,11.734,12.171
2015-10-03,2015,Oct,2015-2016,1,,2,11.637,11.661625,11.6693941,11.37,11.904
2015-10-04,2015,Oct,2015-2016,1,,2,11.37,11.424625,11.44142882,11.102,11.662
2015-10-05,2015,Oct,2015-2016,1,,2,11.637,11.41275,11.41986285,11.2,11.662
2015-10-06,2015,Oct,2015-2016,1,,2,11.856,11.783,11.76271007,11.613,11.904
2015-10-07,2015,Oct,2015-2016,1,,2,11.856,11.88,11.87642361,11.759,11.977
2015-10-08,2015,Oct,2015-2016,1,,2,11.856,11.701,11.74409028,11.589,11.929
2015-10-09,2015,Oct,2015-2016,1,,2,12.074,11.929,11.95242708,11.856,12.098
2015-10-10,2015,Oct,2015-2016,1,,2,11.953,11.989,11.96330729,11.637,12.122
2015-10-11,2015,Oct,2015-2016,1,,2,11.734,11.786,11.79194965,11.686,11.953
2015-10-12,2015,Oct,2015-2016,1,,2,11.783,11.755875,11.79415104,11.637,12.001
2015-10-13,2015,Oct,2015-2016,1,,2,11.662,11.783,11.77452257,11.662,11.832
2015-10-14,2015,Oct,2015-2016,1,,2,11.419,11.6495,11.62699132,11.419,11.71
2015-10-15,2015,Oct,2015-2016,1,,2,11.394,11.543375,11.53923785,11.394,11.637
2015-10-16,2015,Oct,2015-2016,1,,2,11.467,11.422,11.41581771,11.248,11.516
2015-10-17,2015,Oct,2015-2016,1,,2,11.492,11.467,11.46767882,11.37,11.516
2015-10-18,2015,Oct,2015-2016,1,,2,11.516,11.455,11.450375,11.37,11.516
2015-10-19,2015,Oct,2015-2016,1,,2,11.54,11.54,11.53653472,11.492,11.613
2015-10-20,2015,Oct,2015-2016,1,,2,11.54,11.476375,11.47563889,11.394,11.565
2015-10-21,2015,Oct,2015-2016,1,,2,11.613,11.565,11.55142882,11.492,11.613
2015-10-22,2015,Oct,2015-2016,1,,2,11.589,11.589,11.57352083,11.467,11.613
2015-10-23,2015,Oct,2015-2016,1,,2,11.492,11.565,11.54946701,11.37,11.662
2015-10-24,2015,Oct,2015-2016,1,,2,11.467,11.419,11.41293229,11.297,11.516
2015-10-25,2015,Oct,2015-2016,1,,2,11.346,11.492,11.46661285,11.297,11.589
2015-10-26,2015,Oct,2015-2016,1,,2,11.273,11.382,11.38744618,11.248,11.516
2015-10-27,2015,Oct,2015-2016,1,,2,11.346,11.358,11.33260938,11.175,11.419
2015-10-28,2015,Oct,2015-2016,1,,2,11.37,11.44,11.441375,11.346,11.565
2015-10-29,2015,Oct,2015-2016,1,,2,11.492,11.415875,11.41509375,11.346,11.516
2015-10-30,2015,Oct,2015-2016,1,,2,11.613,11.637,11.63529688,11.467,11.686
2015-10-31,2015,Oct,2015-2016,1,,2,11.832,11.58,11.63561979,11.54,11.832
2015-11-01,2015,Nov,2015-2016,1,,2,11.346,11.674,11.63989931,11.297,11.832
2015-11-02,2015,Nov,2015-2016,1,,2,11.37,11.309125,11.29603472,10.956,11.54
2015-11-03,2015,Nov,2015-2016,1,,2,11.613,11.324125,11.37039757,11.273,11.613
2015-11-04,2015,Nov,2015-2016,1,,2,11.467,11.537,11.54362153,11.467,11.637
2015-11-05,2015,Nov,2015-2016,1,,2,11.443,11.467,11.46635417,11.419,11.516
2015-11-06,2015,Nov,2015-2016,1,,2,11.248,11.336625,11.33340799,11.2,11.467
2015-11-07,2015,Nov,2015-2016,1,,2,11.127,11.175,11.17584896,11.053,11.248
2015-11-08,2015,Nov,2015-2016,1,,2,11.029,11.07175,11.08619097,10.785,11.248
2015-11-09,2015,Nov,2015-2016,1,,2,10.98,11.005,10.96390451,10.443,11.175
2015-11-10,2015,Nov,2015-2016,1,,2,10.81,10.7485,10.73163542,10.492,10.98
2015-11-11,2015,Nov,2015-2016,1,,2,10.492,10.671875,10.58590625,10.1,10.858
2015-11-12,2015,Nov,2015-2016,1,,2,10.59,10.602,10.56925347,10.247,10.785
2015-11-13,2015,Nov,2015-2016,1,,2,10.418,10.519375,10.52097917,10.418,10.638
2015-11-14,2015,Nov,2015-2016,1,,2,10.492,10.19475,10.23703819,9.977,10.59
2015-11-15,2015,Nov,2015-2016,1,,2,10.247,10.3205,10.3159184,10.001,10.516
2015-11-16,2015,Nov,2015-2016,1,,2,10.394,10.0505,10.02482118,9.657,10.394
2015-11-17,2015,Nov,2015-2016,1,,2,9.534,10.17925,10.099625,9.534,10.394
2015-11-18,2015,Nov,2015-2016,1,,2,9.952,9.608,9.669871528,9.336,10.001
2015-11-19,2015,Nov,2015-2016,1,,2,9.756,9.814,9.795472222,9.435,10.124
2015-11-20,2015,Nov,2015-2016,1,,2,9.879,9.450375,9.498744792,8.866,10.075
2015-11-21,2015,Nov,2015-2016,1,,2,9.706,9.734125,9.759973958,9.608,9.928
2015-11-22,2015,Nov,2015-2016,1,,2,9.46,9.60175,9.594336806,9.386,9.805
2015-11-23,2015,Nov,2015-2016,1,,2,9.485,9.46925,9.383706597,8.965,9.632
2015-11-24,2015,Nov,2015-2016,1,,2,9.682,9.4225,9.347609375,8.792,9.756
2015-11-25,2015,Nov,2015-2016,1,,2,9.682,9.601625,9.451506944,8.668,9.805
2015-11-26,2015,Nov,2015-2016,1,,2,9.558,9.481375,9.437583333,9.015,9.682
2015-11-27,2015,Nov,2015-2016,1,,2,9.46,9.305375,9.290315972,8.916,9.558
2015-11-28,2015,Nov,2015-2016,1,,2,9.188,9.00875,9.041743056,8.767,9.46
2015-11-29,2015,Nov,2015-2016,1,,2,8.841,8.900375,8.897921875,8.568,9.188
2015-11-30,2015,Nov,2015-2016,1,,2,8.668,8.664875,8.687460069,8.195,9.064
2015-12-01,2015,Dec,2015-2016,1,,2,9.238,8.937375,8.942246528,8.543,9.238
2015-12-02,2015,Dec,2015-2016,1,,2,9.262,9.238,9.216326389,9.015,9.336
2015-12-03,2015,Dec,2015-2016,1,,2,9.238,9.238,9.225958333,9.139,9.287
2015-12-04,2015,Dec,2015-2016,1,,2,9.262,9.361,9.357388889,9.064,9.509
2015-12-05,2015,Dec,2015-2016,1,,2,9.064,9.114,9.128427083,9.064,9.262
2015-12-06,2015,Dec,2015-2016,1,,2,9.04,9.064,9.0491875,8.965,9.114
2015-12-07,2015,Dec,2015-2016,1,,2,9.163,9.114,9.093411458,8.965,9.163
2015-12-08,2015,Dec,2015-2016,1,,2,9.114,9.139,9.116362847,9.015,9.163
2015-12-09,2015,Dec,2015-2016,1,,2,8.866,9.011875,8.993770833,8.792,9.114
2015-12-10,2015,Dec,2015-2016,1,,2,8.693,8.826,8.845126736,8.568,9.089
2015-12-11,2015,Dec,2015-2016,1,,2,8.99,8.887875,8.881324653,8.693,9.015
2015-12-12,2015,Dec,2015-2016,1,,2,8.817,8.8165,8.822182292,8.693,8.9775
2015-12-13,2015,Dec,2015-2016,1,,2,8.12,8.62425,8.600689236,8.12,8.891
2015-12-14,2015,Dec,2015-2016,1,,2,8.792,8.627375,8.603840278,8.1325,8.916
2015-12-15,2015,Dec,2015-2016,1,,2,8.444,8.627375,8.647631944,8.369,8.866
2015-12-16,2015,Dec,2015-2016,1,,2,8.444,8.537,8.499020833,8.195,8.717
2015-12-17,2015,Dec,2015-2016,1,,2,8.444,8.394,8.346430556,7.895,8.593
2015-12-18,2015,Dec,2015-2016,1,,2,8.12,8.4315,8.405652778,8.12,8.568
2015-12-19,2015,Dec,2015-2016,1,,2,8.145,8.1075,8.088359375,7.845,8.22
2015-12-20,2015,Dec,2015-2016,1,,2,7.97,8.2325,8.232137153,7.97,8.444
2015-12-21,2015,Dec,2015-2016,1,,2,8.469,8.22,8.215092014,7.945,8.494
2015-12-22,2015,Dec,2015-2016,1,,2,8.295,8.494,8.477246528,8.045,8.568
2015-12-23,2015,Dec,2015-2016,1,,2,8.295,8.248125,8.228159722,7.82,8.494
2015-12-24,2015,Dec,2015-2016,1,,2,7.72,7.9825,8.039734375,7.544,8.519
2015-12-25,2015,Dec,2015-2016,1,,2,7.217,7.835625,7.875956597,7.217,8.344
2015-12-26,2015,Dec,2015-2016,1,,2,7.87,7.87,7.837060764,7.217,8.245
2015-12-27,2015,Dec,2015-2016,1,,2,8.245,8.195,8.192821181,7.87,8.344
2015-12-28,2015,Dec,2015-2016,1,,2,8.045,8.10125,8.107548611,7.795,8.369
2015-12-29,2015,Dec,2015-2016,1,,2,7.645,8.00125,7.978305556,7.594,8.27
2015-12-30,2015,Dec,2015-2016,1,,2,7.544,7.60975,7.630855903,7.217,8.12
2015-12-31,2015,Dec,2015-2016,1,,2,7.091,7.4125,7.351758681,6.99,7.67
2016-01-01,2016,Jan,2015-2016,1,,2,7.318,7.12275,7.134036458,6.813,7.393
2016-01-02,2016,Jan,2015-2016,1,,2,7.217,7.151375,7.136772569,6.94,7.318
2016-01-03,2016,Jan,2015-2016,1,,2,7.041,6.968125,7.003902778,6.788,7.293
2016-01-04,2016,Jan,2015-2016,1,,2,6.788,6.657875,6.715154514,6.458,7.142
2016-01-05,2016,Jan,2015-2016,1,,2,7.368,7.069125,6.993243056,6.458,7.444
2016-01-06,2016,Jan,2015-2016,1,,2,7.192,7.021375,7.027618056,6.687,7.393
2016-01-07,2016,Jan,2015-2016,1,,2,6.788,7.031375,6.995451389,6.712,7.318
2016-01-08,2016,Jan,2015-2016,1,,2,6.94,7.03425,7.029763889,6.687,7.242
2016-01-09,2016,Jan,2015-2016,1,,2,7.041,7.2805,7.247657986,6.914,7.444
2016-01-10,2016,Jan,2015-2016,1,,2,7.015,7.28675,7.262295139,7.015,7.469
2016-01-11,2016,Jan,2015-2016,1,,2,7.544,7.36225,7.271109375,6.839,7.544
2016-01-12,2016,Jan,2015-2016,1,,2,7.569,7.569,7.561144097,7.444,7.619
2016-01-13,2016,Jan,2015-2016,1,,2,7.745,7.597125,7.608708333,7.444,7.745
2016-01-14,2016,Jan,2015-2016,1,,2,7.619,7.72,7.711920139,7.594,7.77
2016-01-15,2016,Jan,2015-2016,1,,2,7.368,7.469,7.473692708,7.293,7.67
2016-01-16,2016,Jan,2015-2016,1,,2,7.393,7.36175,7.362088542,7.217,7.469
2016-01-17,2016,Jan,2015-2016,1,,2,7.569,7.515875,7.490305556,7.318,7.594
2016-01-18,2016,Jan,2015-2016,1,,2,7.569,7.544,7.526291667,7.469,7.594
2016-01-19,2016,Jan,2015-2016,1,,2,7.619,7.569,7.558496528,7.494,7.619
2016-01-20,2016,Jan,2015-2016,1,,2,7.519,7.494,7.468916667,7.293,7.6065
2016-01-21,2016,Jan,2015-2016,1,,2,7.494,7.494,7.474071181,7.343,7.569
2016-01-22,2016,Jan,2015-2016,1,,2,7.745,7.6825,7.666265625,7.444,7.82
2016-01-23,2016,Jan,2015-2016,1,,2,7.67,7.695,7.681088542,7.594,7.7325
2016-01-24,2016,Jan,2015-2016,1,,2,7.645,7.619,7.577307292,7.318,7.72
2016-01-25,2016,Jan,2015-2016,1,,2,7.645,7.5565,7.571326389,7.469,7.72
2016-01-26,2016,Jan,2015-2016,1,,2,8.07,7.904375,7.923081597,7.645,8.12
2016-01-27,2016,Jan,2015-2016,1,,2,8.12,8.023125,8.071128472,7.97,8.195
2016-01-28,2016,Jan,2015-2016,1,,2,8.195,8.12,8.119515625,7.92,8.319
2016-01-29,2016,Jan,2015-2016,1,,2,7.92,8.260625,8.238310764,7.92,8.419
2016-01-30,2016,Jan,2015-2016,1,,2,7.895,7.82,7.839314236,7.695,7.995
2016-01-31,2016,Jan,2015-2016,1,,2,7.745,7.8825,7.871822917,7.745,7.92
2016-02-01,2016,Feb,2015-2016,1,,2,7.77,7.67,7.673338542,7.519,7.845
2016-02-02,2016,Feb,2015-2016,1,,2,7.544,7.544,7.543600694,7.368,7.77
2016-02-03,2016,Feb,2015-2016,1,,2,7.72,7.519,7.519888889,7.343,7.72
2016-02-04,2016,Feb,2015-2016,1,,2,7.795,7.791875,7.777161458,7.645,7.845
2016-02-05,2016,Feb,2015-2016,1,,2,7.845,7.95125,7.933802083,7.8075,8.07
2016-02-06,2016,Feb,2015-2016,1,,2,7.895,7.77,7.775989583,7.645,7.895
2016-02-07,2016,Feb,2015-2016,1,,2,7.92,7.8825,7.835303819,7.569,7.945
2016-02-08,2016,Feb,2015-2016,1,,2,8.17,8.1075,8.100642361,7.92,8.295
2016-02-09,2016,Feb,2015-2016,1,,2,8.12,8.141875,8.12546875,7.97,8.22
2016-02-10,2016,Feb,2015-2016,1,,2,8.145,8.12,8.123776042,8.095,8.17
2016-02-11,2016,Feb,2015-2016,1,,2,8.22,8.12,8.113098958,8.02,8.22
2016-02-12,2016,Feb,2015-2016,1,,2,8.12,8.195,8.1996875,8.12,8.27
2016-02-13,2016,Feb,2015-2016,1,,2,8.07,8.02,8.029982639,7.945,8.12
2016-02-14,2016,Feb,2015-2016,1,,2,8.145,8.12,8.115008681,7.995,8.17
2016-02-15,2016,Feb,2015-2016,1,,2,8.17,8.091875,8.099991319,8.045,8.17
2016-02-16,2016,Feb,2015-2016,1,,2,8.245,8.2575,8.230251736,8.02,8.344
2016-02-17,2016,Feb,2015-2016,1,,2,8.27,8.17,8.186102431,8.12,8.27
2016-02-18,2016,Feb,2015-2016,1,,2,8.369,8.298,8.296605903,8.145,8.369
2016-02-19,2016,Feb,2015-2016,1,,2,8.245,8.307,8.309125,8.195,8.394
2016-02-20,2016,Feb,2015-2016,1,,2,8.27,8.110625,8.175887153,7.895,8.568
2016-02-21,2016,Feb,2015-2016,1,,2,7.995,8.21375,8.169484375,7.845,8.419
2016-02-22,2016,Feb,2015-2016,1,,2,8.369,8.060625,8.180017361,7.87,8.543
2016-02-23,2016,Feb,2015-2016,1,,2,8.394,8.353375,8.268644097,7.82,8.444
2016-02-24,2016,Feb,2015-2016,1,,2,8.618,8.35075,8.366270833,8.045,8.717
2016-02-25,2016,Feb,2015-2016,1,,2,8.792,8.668,8.664996528,8.469,8.817
2016-02-26,2016,Feb,2015-2016,1,,2,8.767,8.792,8.792647569,8.742,8.866
2016-02-27,2016,Feb,2015-2016,1,,2,8.817,8.792,8.823392361,8.693,8.965
2016-02-28,2016,Feb,2015-2016,1,,2,8.99,8.738875,8.780477431,8.668,8.99
2016-02-29,2016,Feb,2015-2016,1,,2,8.916,8.980625,8.930857639,8.717,9.04
2016-03-01,2016,Mar,2015-2016,1,,2,8.643,8.68,8.709543403,8.568,8.916
2016-03-02,2016,Mar,2015-2016,1,,2,8.841,8.767,8.733003472,8.519,8.841
2016-03-03,2016,Mar,2015-2016,1,,2,8.817,8.841,8.846305556,8.792,8.916
2016-03-04,2016,Mar,2015-2016,1,,2,8.866,8.8535,8.835609375,8.767,8.891
2016-03-05,2016,Mar,2015-2016,1,,2,8.965,8.866,8.884251736,8.742,8.99
2016-03-06,2016,Mar,2015-2016,1,,2,8.742,8.912875,8.889414931,8.717,8.965
2016-03-07,2016,Mar,2015-2016,1,,2,8.792,8.689875,8.710079861,8.519,8.941
2016-03-08,2016,Mar,2015-2016,1,,2,8.469,8.6305,8.634074653,8.469,8.792
2016-03-09,2016,Mar,2015-2016,1,,2,8.742,8.668,8.670276042,8.444,8.866
2016-03-10,2016,Mar,2015-2016,1,,2,8.668,8.689875,8.696989583,8.618,8.792
2016-03-11,2016,Mar,2015-2016,1,,2,8.618,8.668,8.652427083,8.519,8.717
2016-03-12,2016,Mar,2015-2016,1,,2,8.22,8.568,8.50084375,8.22,8.717
2016-03-13,2016,Mar,2015-2016,1,,2,8.469,8.27,8.371859375,8.12,8.717
2016-03-14,2016,Mar,2015-2016,1,,2,8.344,8.419,8.440828125,8.344,8.568
